Author,Author_id,Comment,Comment_id,Comment_like,Comment_reply,Comment_published,Video_title,Video_id,Comment_count,Video_like,Video_dislike
no name,UCGklAGSmznh0IEJUGzra7DA,Her eyebrows man😂😂😂,UgywlvkDNZV0em_q1wd4AaABAg,1,0,2019-03-14T14:16:56.000Z,Game of Thrones Season 7 BLOOPERS and FUNNY MOMENTS are finally out!,H1BdgurCI9Y,608,24363,7312
IreneTivz,UCZydmeOIY5fKigQSDADnVOA,😂 That was the best entrance of Jaime and Tyrion. I love them all💖,UgxES8nfAl1j2DXWLbp4AaABAg,6,0,2019-03-14T12:25:43.000Z,Game of Thrones Season 7 BLOOPERS and FUNNY MOMENTS are finally out!,H1BdgurCI9Y,608,24363,7312
CAGE TV,UC_p-0Z3FxiO7tNckRaPpD8w,7:53 was serious accident Just missed... That was dangerous,UgxqkyyunqnAGndWzcx4AaABAg,0,0,2019-03-13T13:53:21.000Z,Game of Thrones Season 7 BLOOPERS and FUNNY MOMENTS are finally out!,H1BdgurCI9Y,608,24363,7312
Kea,UCb-4aXm2aRkRhiukzh_6LEA,Emilia Clarke is my spirit animal lol,Ugwbbr4fzr3g0UFfCIR4AaABAg,1,0,2019-03-13T06:50:44.000Z,Game of Thrones Season 7 BLOOPERS and FUNNY MOMENTS are finally out!,H1BdgurCI9Y,608,24363,7312
AquaStig94,UCosTSURXyqOMaXC7kzbMwZg,This season 7 bloopers video lacks season 7 bloopers.,UgxKlSENysFWISks1sZ4AaABAg,0,0,2019-03-13T00:47:56.000Z,Game of Thrones Season 7 BLOOPERS and FUNNY MOMENTS are finally out!,H1BdgurCI9Y,608,24363,7312
Justin Taylor,UCaXTDWrFbMRWsKEx4Xp85CQ,Wow another pathetic channel! Even the clips of the show aren’t in season 7,Ugwi6HQVm38i_FDHeH54AaABAg,0,0,2019-03-13T00:36:55.000Z,Game of Thrones Season 7 BLOOPERS and FUNNY MOMENTS are finally out!,H1BdgurCI9Y,608,24363,7312
Vernon Carpenterjr,UCTxtt_t9gLvLudV-nrLJ8Fw,Daenerys was calm cool and beautiful but emilia is loud and annoying AF!,UgzZGxWKdIE_z1Y-LbR4AaABAg,0,0,2019-03-13T00:13:19.000Z,Game of Thrones Season 7 BLOOPERS and FUNNY MOMENTS are finally out!,H1BdgurCI9Y,608,24363,7312
10k subs with no videos please owo,UCZOioGcoOiCnvZJMNyUhAUQ,Emilia Clark bloopers*,UgzHNzNyvp_wIj0Jhb54AaABAg,1,0,2019-03-12T22:30:54.000Z,Game of Thrones Season 7 BLOOPERS and FUNNY MOMENTS are finally out!,H1BdgurCI9Y,608,24363,7312
Zach Hubbard,UC-KQNo3Y0m2OmjYZfNIbg7A,Most of this is season 4 way to mislead?! 🤦🏻‍♂️,UgwM6q__zzh3S-1konR4AaABAg,1,0,2019-03-12T19:22:45.000Z,Game of Thrones Season 7 BLOOPERS and FUNNY MOMENTS are finally out!,H1BdgurCI9Y,608,24363,7312
Rigoberto Lopez Mateo,UCvGZhwDNKiE1zW6B3oPPoMQ,0:19 😂🤣😉,UgwBIAutg8WVvg-vlbp4AaABAg,0,0,2019-03-11T17:32:37.000Z,Game of Thrones Season 7 BLOOPERS and FUNNY MOMENTS are finally out!,H1BdgurCI9Y,608,24363,7312
SvenTviking,UCcJ3c3bWLLa4ZVsZsr0b2hw,"Yeah, cos gold melts over a cooking fire. What a load of shit!",Ugx6WVuJDTxEzhc8sY94AaABAg,0,0,2019-04-27T00:27:08.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
mojo es,UC-EdATdDSfhI6lIwSTwLulg,I LOVE ARYA!!!!!!!,UgxjhB1_O8NCxkb-0UJ4AaABAg,0,0,2019-04-26T23:46:33.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
DrSmittyPhD,UCtp6LZLYnetmPuHV1EtNW6g,Viserys not being in the top 5 is criminal...,UgybY_4cuH_6kiBVeQF4AaABAg,0,0,2019-04-26T23:42:39.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
master 209,UC6mMO2xdWMt_DkyUwjQtoWg,For me the ramsay death is the best death,UgyT8ReppJFm-zoKlxp4AaABAg,0,0,2019-04-26T22:51:34.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
keenan walker,UCWVUYYG4v1WdOOo-IT5ABbQ,"Ramsey Bolton was by far the most satisfying for me, then Joffrey.",Ugy4Kx_6SPvNHWu0JXl4AaABAg,0,0,2019-04-26T22:21:14.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
EtcEtcAndEtc,UCKBp9qIquirx_jalZ9XjHUg,lovely family entertainment 2018 style,Ugwt9WL2_hQGnrJou_J4AaABAg,0,0,2019-04-26T20:03:48.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Caleb Harris,UC-X7L_x7kf3-AiQzXxUR4AQ,Shaes death scene was so well done. Peter Dinklage fucking killed it.,UgzLNSWkKVO3YKgD92J4AaABAg,0,0,2019-04-26T18:09:29.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
VixelWorld,UCMlY0Ey8sbg8EQIRlYm8bxQ,I dont actually watch game of thrones and i find these deaths horrible,UgzRzFkeLj6mhaqecpp4AaABAg,0,1,2019-04-26T18:03:33.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Jay Winchester,UCcLal0O3rkf6FSHrIf5sWhw,I was actually sad about Tywins death I really like his character. I’ll be sad when Cersei does too...Wow I can’t believe I just said that...,Ugxw4hqOqHOXmmlsiZx4AaABAg,1,0,2019-04-26T17:47:33.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
duy khiem,UCSZWBDymHI0cUdulROMVYrQ,"if I was the drawft, I wou'd nt kill the old man. he plays a very important role to keep the balance of the world.",UgyDsjqErpt9ZHqsRZd4AaABAg,0,0,2019-04-26T17:32:46.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Jeanae Rowley,UCEyh7FXJxi2YEeB1-bI3jNg,I love that Arya killed more people than anyone.....and with such flare 🙌🏻😍🙌🏻😍🙌🏻,Ugz18fSqnolSMRh5hOZ4AaABAg,2,0,2019-04-26T16:55:26.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Jessica jesjrg3,UC5p6u6LUPNCeYTc-zXAAa1w,"Impressive how people were outraged with Arya sex scene but all the killing by a child was ok... you get them, girl! 😊",UgxLjutJ_MeL3z5THLN4AaABAg,0,0,2019-04-26T16:54:11.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Michael Chiarcos,UC6l8aQCGZhwUGioY43PUFPw,Baelish's death has a kind of symmetry doesn't it.  With the dagger that started it all!,Ugzj99ucvI9nqXPrI2x4AaABAg,1,0,2019-04-26T16:22:25.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
JudgeJeana,UC1roiF1mE-wySlR8ZEPWomw,"Perfect video, perfect choices. Very happy that you didn't cut out Sansa's walk off and her smile, after the dogs took care for Ramsey.",UgyJb9INqs1aQJsExsB4AaABAg,2,0,2019-04-26T16:15:58.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Zvjezdani Put,UCzHddmPJd65ywcD-QImfGTg,TH MOST SICKEST AND BRUTAL FOR A HUMAN MIND. YOU ARE ALL SATANS AND BEASTS REVEALED FROM A DEVIL HIM SELF. DAMN ALL OF YOU!! THE LORD WILL SOON COME BACK ON EARTH AND DESTROY ALL OF YOU SICK HUMAN MINDS!!!!,Ugy6UzJEyfrEYup-M1R4AaABAg,0,0,2019-04-26T16:07:41.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
SonorousTV,UCsg_V9Jl9dLXxx4PYWVlwIA,Arya is kind of a bitch,UgwPSpUbp_qZpGS6B-14AaABAg,0,0,2019-04-26T15:35:48.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Thijs Schokkenkamp,UC1fqR0OSxkSvWOEOGU7X7kw,"I love it when you hear that high-pitched last breath of Joffrey, little twat",Ugz94Oc9Ap_WJKW4grh4AaABAg,0,0,2019-04-26T14:25:16.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
opensprit,UCG4gnoDzZWVaT-Ks_BUWoQA,"How could you pass up:
""He on your little list?""
""He can't be.  I don't know his name.""
""What's your name?""
""Rorge""
""Thank you"" [poke]",UgwQZgiLgpjhvjR3StF4AaABAg,0,0,2019-04-26T13:14:08.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
erikkz,UCM5tsmYwpnnzDQdDUYQJ5pg,This liquid gold shit is the stupidest scene ever. He melts it in 30 seconds on a food stove. CHOCOLATE!!!!,Ugw9dc5K4OTW8ib1TNh4AaABAg,0,0,2019-04-26T07:46:04.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Tanner Maher,UCu0L1lb693LQtFurOW5EnDw,Why wasn’t little finger in the top 10?,UgwNluy7qJLzfmmvad14AaABAg,0,0,2019-04-26T07:23:41.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
jo l,UCM3lk6eK7zElAaNQaSx-FUQ,"Bist du ein echter Game Of Thrones Fan?
hier ein cooler Test dazu:
https://quizsent.de/5cc1bcf440d4cd3e095b6f72",UgzaqhR6LUdXueuOQFd4AaABAg,0,0,2019-04-26T06:58:14.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Mr Cut Folks,UCN2Ub4xT2rHoRXRJkAx1F2A,Jeofery was such a little puke and it was good to see him go!,UgwKEy-G0uaqngZxYt14AaABAg,0,0,2019-04-26T06:50:57.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
QueenE Jj,UCqfbBGqxoRMYeJ1eA70Lydg,I hope Cersei makes the top 10 at some point. She’ll be the most satisfying in GoT history.,UgxMvwEc8b4xdQujMXR4AaABAg,1,0,2019-04-26T06:19:46.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
masonotp332,UCmdW7FWYrufnNXfY2e1D-3w,19:24 that rack tho....,UgwvAAwzLIDfryNU-7l4AaABAg,0,0,2019-04-26T06:17:44.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Ariel L,UCK64iEzwKN3m7S63Mu3ruNQ,Excellent list just lose the semi sentimental music in ur intro and it'll be an excellent video!,Ugz98Rhr2_rKGlzZWhd4AaABAg,1,1,2019-04-26T05:45:49.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Magnificent Fans,UChIrJXzO20JB5wPq_U5_Ckw,I never knew u can get satisfied in death,Ugz0Z4PfJ2QjcfRcTBl4AaABAg,1,1,2019-04-26T04:50:14.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Raun Smith,UCfBE0vn_CpCoR9un3bTCb_Q,How Ramsay Bolton is not #1 I don't know. That's the only death I actually clapped my hands as he was ripped apart by dogs,UgxAhr3idZU1BS4iBCZ4AaABAg,0,0,2019-04-26T04:42:19.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Jorge Brito The reader,UC7LHK1A7zsabpL2pjKHwmqw,I loved that scene,UgzF4_hTJdSrFQg-0xx4AaABAg,1,0,2019-04-26T01:54:52.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Nutz G,UCnR2Udg5rKJb0TdhVFTS_WA,Never felt so satisfied watching people die!. Love this show!,Ugy5Tt7uPQpSbMLjQWN4AaABAg,2,0,2019-04-26T01:16:11.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Suiry Fuentes,UCw1_YaVb9xNxCSlIoZRNQkA,I definitely agree with 1 and 2 but damn the Frey’s should have been 3. I’m still not over the red wedding- ugh Robb,UgyXz06Ghhkyt6r3uiF4AaABAg,1,0,2019-04-26T01:01:45.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
jurisprudens,UCbuPlHC4qf0DFy22QMcD-bg,"Never watched this show. Looks like a very nice, kind and humane show, propagating forgiveness. :)",Ugz0L6f5Nr9g53jgjW94AaABAg,0,1,2019-04-26T00:16:45.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Jackulator77,UCCalaWvjt73Vl8AsVYng0ug,Arya could easily do the top-10 alone :-),UgwORdxxT1GtihPsO154AaABAg,1,1,2019-04-25T22:31:38.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Maureen Sayah,UCWbppIft4lTVdK5A8RfNc9g,Poor Little finger crying for mercy,UgyPag_FbdDtaNAXyyV4AaABAg,1,0,2019-04-25T17:40:35.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Maureen Sayah,UCWbppIft4lTVdK5A8RfNc9g,Ramsay Bolton death should have been number one....when he died I was very jumpy,UgxedkXQ8-RDWnTg15x4AaABAg,0,0,2019-04-25T17:30:55.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
A. Mobley,UCEsUfaTsZ6CSvyXtZdKjWPg,I'm still on season 2 and my dumb azz clicked on this video anyway. Smh I need my azz whipped.,UgzvykAVV45IkiBny2V4AaABAg,1,0,2019-04-25T16:51:43.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Titus Kaloki,UCs1PLGLWzBM2HWLGIteFutg,the most satisfying death will be that of cersei,Ugz7RxJMUPQE30sUQO94AaABAg,1,0,2019-04-25T14:52:32.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Hrvoje grgić,UCtkC3GOsS-_XAj_DMLV6Bvw,Arya Stark is a coldhand little bitch and i like her killing it makes me...:-) :-),UgzLNEs1Ez72ZOxrGTN4AaABAg,0,0,2019-04-25T13:31:10.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Het Is Je Boy Barrie,UCjjZmBJh0kwZKybXkH2lgUQ,I did not find tywin satasfying at all,UgzKfOx-ZBo4VyfNZ0F4AaABAg,0,0,2019-04-25T12:19:35.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
big boy 189,UC8aPNUqPkqegn64Ncjk4g7A,"Little finger's death was like the cherry on top of a cake for me, I hated him, he always got away with making house fight against house, so seeing him die was good, somehow i expected him to vet aeag before arya dealt the finishing blow",Ugxqrsz75YYgJJZ2l1t4AaABAg,0,0,2019-04-25T12:05:34.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Max Maremmazzi,UCpkOzytUJdYUfYhF_NpmI5Q,You forgot Catelyn.,UgxKJwPamNF_yk-P4-l4AaABAg,1,0,2019-04-25T11:44:41.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Kelvin T,UCgT1DG8OCDzEhip8DdPdR_g,Joffery's should be at number 1 IMO. The death of Lord Baylish while a well written scene was not as satisfying as Joffrey's. He was such a prick!,Ugx_ZGxt8f-KQ0h0dq94AaABAg,0,0,2019-04-25T10:35:36.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Wallapee12,UCalyavsxLM0KSEqxUbmYoLg,The way Ramsay dies is nice but dogs would never harm their master let alone eat them alive.,UgwX9X_XNsGm-aTYMkB4AaABAg,0,1,2019-04-25T10:34:54.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
icewallowcman,UCKSmmvv_SoTpRKM4_8sGeoA,John snow not on this list wtf,Ugw2fbisHTPt9iit5FB4AaABAg,0,0,2019-04-25T08:15:00.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Sarah Nassar,UC-wXEt6lCL18Zd9_UP2ibkQ,I loved how Littlefinger was killed. Every time he was on screen I always got a shiver down my spine. He was such a weasley man and manipulating everyone he could. I'm glad he's gone.,UgxsWUbSWFt1lzwToGx4AaABAg,1,0,2019-04-25T07:18:35.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Annie Dotson,UCjuP5wy4ccNGjl3_TcX0gCA,Didnt Dany hit him with that gold belt earlier?,Ugz8iWwm2jGzTZu9I014AaABAg,0,0,2019-04-25T05:10:40.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Otaku Scythela,UCUnPab1DLgiqF3wZgYQub1A,the most satisfying deaths are committed by starks and lannisters...,Ugz4dZ4t-zP8kRsfYFJ4AaABAg,1,0,2019-04-25T05:08:20.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Salma Diaa,UChwfqhhSv67Zkhavxa5HUow,I admire how sansa and arya were super woke to his games,Ugzdhh3_sfeDYl1imx54AaABAg,1,0,2019-04-25T04:41:46.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Salma Diaa,UChwfqhhSv67Zkhavxa5HUow,*little fingers hot yet cringy raspy voice* lAdY SAnSa FoRGIvE mE iM a BiT cOnFuSeD,UgxkB1ad-9cczMxGAfJ4AaABAg,11,0,2019-04-25T04:39:05.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Salma Diaa,UChwfqhhSv67Zkhavxa5HUow,What did janos slynt do i forgot,UgzdCqDLe9rAE-agcad4AaABAg,0,0,2019-04-25T04:34:08.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Salma Diaa,UChwfqhhSv67Zkhavxa5HUow,Arya is the best. The way she kills them is just super chill. I also love how she stays to make sure the people fully die.,UgyghXuvLE-qMz7zdql4AaABAg,0,0,2019-04-25T04:14:39.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Salma Diaa,UChwfqhhSv67Zkhavxa5HUow,Being a game of thrones fan means you find  deaths satisfying,Ugy_5rMZXzpogok5qvN4AaABAg,0,0,2019-04-25T04:10:39.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Divo Galindra,UCluPS50qfdcyZ3vEWYTzVXw,I cant stop myself to watch GOTs scenes but havent even watched a single episode yet fully,UgyuZNPkJdE5AFvZvDB4AaABAg,8,2,2019-04-25T03:45:24.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Midnite St0rm,UC_waTuF4YXgBCqsubWztKqw,"I’d actually argue Olenna’s death was satisfying too. Not because I wanted her to die, but because she went out like a motherfucking boss.",UgyabBNT058CoYF-8lR4AaABAg,1,0,2019-04-25T03:39:40.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Christian Darcy Alcala,UCJvaPSS0GzCLT53F2SCh2OQ,Arya's always been my favourite character... She has become fearless and kills with conviction.,UgxZOqDZXtoj0oGOPB14AaABAg,18,0,2019-04-25T03:00:15.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Not Totally Unfunny,UC8RRoreluIxK19V1rCyDFCQ,Wouldn't say Shae's death was satisfying. It was all quite tragic really that it came to that.,UgynQmpx8PRYGkPJk5p4AaABAg,0,0,2019-04-25T01:37:37.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Douglas Stewart,UCsK-YUIxA763F2pP8o793aw,Nothing like JUSTICE!! COMIN' TO GET YA BARRY AND KILLARY!!! MAGA!!!,UgwLToPY4ogGkJgHdfl4AaABAg,0,0,2019-04-24T23:00:56.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Jan Veselý,UCUEZe6imxEIKDGf4Wx9rbhw,"I miss the ""Dracaris"" moment when Danny let Drogon burn that slavemaster alive. That was REALLY satisfying.",UgzoBBI82I8oYSxpZnp4AaABAg,0,1,2019-04-24T22:31:27.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Pomegranate playz :1,UChbhUE3oyE7Rob91CWfKj_A,Gotta love jack gleeson ( Joffrey ). But it’s fucking hilarious as he drinks more of the wine but doesn’t realise it’s killing him 😂😂,UgzxagYwiR83nkM1tNd4AaABAg,0,0,2019-04-24T22:30:36.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Alex NutCasio,UCQLNcC2AzLmHczvNE-H5saw,Need to add Lord Baelish to this!!,UgxEh0Npkts8T29Y3FZ4AaABAg,0,1,2019-04-24T22:15:11.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
M.M.,UCVKHLGn_GLzXGqxz2EaRHdw,roose bolton’s wasnt that satisfying because it was ramsey that killed him fjjfjf,UgwoGWhcUM_dbcU7Lsh4AaABAg,0,0,2019-04-24T20:56:58.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
El Savix,UCCZNX4RcKKwB3c7OdKjXiOQ,"Littlefinger was the most disappointing death, they just faminazied it out, no thought was put in it, the most genius and mysterious figure was dumbed down and in general, was just wasted.",Ugz5C6-v3opkZVVt2DF4AaABAg,0,0,2019-04-24T20:21:36.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Ray,UCNXtW_KceUEVLdZujNeu0_g,Janos death is brutal af.,Ugzr9XObujZ8HBk6TRB4AaABAg,0,0,2019-04-24T19:39:08.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Erik Thompson,UCyPqJdJo7TSijKzLWWd26wg,The death of Shea was not satisfying. It was heartbreaking.,UgxWA_jK1NMhvK741At4AaABAg,4,1,2019-04-24T18:10:41.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Dreadfort serjeant-at-arms,UCinfgYQqOsAOEOj57UtXAcw,"When Daenerys and Arya dies, it will surely be the most satisfying death scenes in the whole series.",UgyJOfSk2ry7bZba1aJ4AaABAg,0,2,2019-04-24T18:09:14.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
VideoKilledTheHeros,UC0axTRwIKG7sGN3ZzytmpBA,"Is it ever addressed how Arya probably accidentally started a cult of the Frey women once they realized she basically freed them... or are we stuck assuming they just...were products of too long under Walder and latched on to whatever Lord 😕😒

I'm here for Arya's army of people who see her in action and that the majority of that army be women and then like, Hotpie",UgxR1qHx5YOBYQnImtx4AaABAg,2,0,2019-04-24T15:49:03.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Tammy McFadden,UCx_DlyWxztlLq-AsjzGlNjg,Arya Stark has some memorable kills. Do you deny it?,UgwoBRf2D-WA5IuLOKd4AaABAg,6,2,2019-04-24T10:18:23.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Renchi,UCoenX3engph7mgVb_8NKdKA,"Everyone tease Hermione Granger but hey!! what about  Arya Stark.   No, not a good idea.",Ugx6xfZsSPll5M_Av114AaABAg,0,0,2019-04-24T09:35:17.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Vince McMahon,UCjZY18HZtEweImIHpNLhZWQ,I’d honestly put the Frey’s 1 and Ramsay 2.,UgwNv570R8e5YvpmlOd4AaABAg,10,0,2019-04-24T08:41:19.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
RunningxRiott,UChgKwx0C7YI0y0Jl2XbI95g,thereve been so many throat slits in this show.. catelyn of all people took it the best,UgylH1l9-V-SYLclzTN4AaABAg,1,0,2019-04-24T05:32:46.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Kass Loom,UCqq2Ljc_ex62KAixxlMxn6A,"So yeah, i belive in that Ramsay will come back as Westeros joker or something...",UgxX_4j4tzJAgUInaFh4AaABAg,5,0,2019-04-24T04:41:46.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Kar Fos,UCShslG9RfYLmsCMl2zg6MYg,After I saw this scene I thought for sure that Shae and his father were together this whole time. I am thinking back to the first marriage that he had and what his father did then. I would have loved to have had a backstory for her because she did say that he shouldn’t assume things about people. That meant that they assumed she was little born when she indeed was not.,UgxW1sjRnRUk5zpgAMB4AaABAg,1,0,2019-04-24T03:52:25.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Kar Fos,UCShslG9RfYLmsCMl2zg6MYg,Tyrion is NOT a Lanister. 🤷🏻‍♀️,UgxjFkM3g37NhOAx5gh4AaABAg,0,0,2019-04-24T03:49:31.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Kar Fos,UCShslG9RfYLmsCMl2zg6MYg,Arya the Badass! 💪🏼 🔪,UgyFcy-ZZzmNoQqHhud4AaABAg,2,0,2019-04-24T03:47:11.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
Kar Fos,UCShslG9RfYLmsCMl2zg6MYg,Why was Dany the one that they were always going after her since she was a baby? And NOT her brother? Can somebody please answer that for me?,Ugwtudhfp3lpim5gzrl4AaABAg,0,0,2019-04-24T03:43:02.000Z,Top 10 Game of Thrones MOST SATISFYING DEATH SCENES 2018,zIizCAhp0bI,3343,22010,1356
